PriceUpdateDate,ItemCode,ItemType,ItemName,ManufacturerName,ManufactureCountry,ManufacturerItemDescription,UnitQty,Quantity,bIsWeighted,UnitOfMeasure,QtyInPackage,ItemPrice,UnitOfMeasurePrice,AllowDiscount,ItemStatus
"2017-02-07 08:08","3600541033399","1","דאודורנט  אינבי קול150מ","סופרוקוס","IL","דאו.גרנייה","מיליליטרים","150.00","0","100 מ""ל","0","14.90","9.93","1","1"
"2017-02-07 08:08","3600541269255","1","לחות לעור יבש מויסט מאץ","סופרויאל","FR","לחות לעור יבש","מיליליטרים","50.00","0","100 מ""ל","0","40.00","80.00","1","1"
"2017-02-07 08:08","3661163934952","1","דאו.סטיק אדידס אייס 51גר","COTY","MC","דאודורנט אדידס","גרמים","51.00","0","100 גרם","0","15.90","31.18","1","1"
"2017-02-07 08:08","3661163934983","1","דאו.סטיק אדידס טים פורס","COTY","GB","דאודורנט אדידס","גרמים","51.00","0","100 גרם","0","15.90","31.18","1","1"
"2017-02-07 08:08","3661163970448","1","דאו.אדידס A3 פרש לגבר200","COLEPCCL","PT","דאודורנט אדידס","מיליליטרים","200.00","0","100 מ""ל","0","15.90","7.95","1","1"
"2017-02-07 08:08","3661163990323","1","דאו.אדידס A3 קול דרי200מ","COLEPCCL","ES","דאודורנט אדידס","מיליליטרים","200.00","0","100 מ""ל","0","15.90","7.95","1","1"
"2017-02-07 06:55","38000844966","1","חטיף פרינגלס אורגינל161ג","פרוקטר & גמבל","IL","חטיף פרינגלס","גרמים","161.00","0","100 גרם","0","11.50","7.14","1","1"
"2017-02-07 06:55","38000844973","1","חטיף פרינגלס ברביקיו169ג","פרוקטר & גמבל","IL","חטיף פרינגלס","גרמים","169.00","0","100 גרם","0","11.50","6.80","1","1"
"2017-02-07 06:55","38000845000","1","פרינגלס שמנת בצל 169 גר","פרוקטר & גמבל","US","פרינגלס שמנת בצל","גרמים","169.00","0","100 גרם","0","11.50","6.80","1","1"
"2017-02-07 06:55","38000845024","1","פרינגלס פיצה 169 גרם","פרוקטר & גמבל","IL","פרינגלס פיצה","גרמים","169.00","0","100 גרם","0","11.50","6.80","1","1"
"2017-02-07 06:55","38000845246","1","פרינגלס מידי אורגינל67ג","פרינגלס מנופקצ'ורינג קונ","IL","פרינגלס אורגינל","גרמים","67.00","0","100 גרם","1","5.90","8.81","1","1"
"2017-02-07 06:55","38000845253","1","פרינגלס מידי שמנת בצל71ג","פרינגלס מנופקצ'ורינג קונ","IL","פרינגלס שמנת בצל","גרמים","71.00","0","100 גרם","1","5.90","8.31","1","1"
"2017-02-07 06:55","38000845277","1","פרינגלס מידי ברביקיו 71ג","פרינגלס מנופקצ'ורינג קונ","IL","פרינגלס ברביקיו","גרמים","71.00","0","100 גרם","1","5.90","8.31","1","1"
"2017-02-07 06:55","40000420729","1","עדשי שוק.מ&מ'ס בוטנים226","מרס","US","עדשי שוקולד מ&מ","גרמים","226.00","0","100 גרם","0","15.90","7.04","1","1"
"2017-02-07 06:55","40000470700","1","עדשי שוק. מ&מ'ס שוקו226ג","מרס","US","עדשי שוקולד מ&מ","גרמים","226.00","0","100 גרם","0","15.90","7.04","1","1"
"2017-02-07 08:08","4002448017684","1","סיליט באנג ספריי 750 מ""ל","רקיט בנקיזר","IL","סיליט באנג ספריי","מיליליטרים","750.00","0","100 מ""ל","0","21.60","2.88","1","1"
"2017-02-07 08:08","4005808222698","1","קצף גילוח ניוואה רגיש200","ביירסדורץ","IL","קצף גילוח ניוואה","מיליליטרים","200.00","0","100 מ""ל","0","16.90","8.45","1","1"
"2017-02-07 08:08","4005808293674","1","דאו.ניוואה ספריי יבש 200","ביירסדורץ","IL","דאודורנט ניוואה","מיליליטרים","200.00","0","100 מ""ל","0","14.90","7.45","1","1"
"2017-02-07 08:08","4005808779277","1","קרם גוף ניוואה SMOOTH625","ביירסדורץ","IL","קרם גוף ניוואה","מיליליטרים","625.00","0","100 מ""ל","1","39.90","6.38","1","1"
"2017-02-07 08:08","4005808813063","1","תחל.לאחר גילוח-ע.רגיש100","ביירסדורץ","DE","ניוואה אפטר שייב","מיליליטרים","100.00","0","100 מ""ל","0","39.90","39.90","1","1"
"2017-02-07 08:08","4005808890507","1","ניוואה סופט 200 מ""ל","ביירסדורץ","ES","קרם ניוואה סופ","מיליליטרים","200.00","0","100 מ""ל","0","24.90","12.45","1","1"
"2017-02-07 08:08","4005900036476","1","דאו.ניוואה רול און 50מ""ל","ביירסדורץ","DE","דאודורנט ניוואה","מיליליטרים","50.00","0","100 מ""ל","0","14.90","29.80","1","1"
"2017-02-07 08:08","4005900816108","1","ניוואה רולאון יבש לגבר50","ביירסדורץ","DE","דאודורנט ניוואה","מיליליטרים","50.00","0","100 מ""ל","0","14.90","29.80","1","1"
"2017-02-07 08:08","4005900816115","1","ניוואה רול און יבש לאישה","ביירסדורץ","DE","דאודורנט ניוואה","מיליליטרים","50.00","0","100 מ""ל","0","14.90","29.80","1","1"
"2017-02-07 06:55","4009900013581","1","מארז סטיקס ספירמינט 5 יח","ריגלי","FR","מארז אורביט","גרמים","65.00","0","100 גרם","0","11.50","17.69","1","1"
"2017-02-07 06:55","4009900385824","1","מארז סטיקס פפרמינט 5 יח'","ריגלי","FR","מארז אורביט","גרמים","65.00","0","100 גרם","0","11.50","17.69","1","1"
"2017-02-07 06:55","4009900487283","1","אורביט סטיקס פירות 5יח'","ריגלי","FR","מארז אורביט","גרמים","65.00","0","100 גרם","0","11.50","17.69","1","1"
"2017-02-07 06:55","4009900512329","1","פייב בוקס ספירמינט 69גרם","ריגלי","RU","מסטיק פייב","גרמים","69.00","0","100 גרם","1","11.50","16.67","1","1"
"2017-02-07 06:55","4009900512350","1","מסטיק פייב בוקס אבטיח69ג","ריגלי","RU","מסטיק פייב","גרמים","69.00","0","100 גרם","1","11.50","16.67","1","1"
"2017-02-07 06:55","4011800567613","1","קורני סנדוויץ שחור לבן4י","Schwartauer","IL","קורני סנדוויץ","גרמים","120.00","0","100 גרם","0","17.30","14.42","1","1"
"2017-02-07 06:55","4011800628512","1","קורני חט.דגנים+שוקולד6יח","Schwartauer","DE","קורני חטיף דגנים","גרמים","150.00","0","100 גרם","0","16.90","11.27","1","1"
"2017-02-07 06:55","4011800630515","1","קורני 6חט.דגנים+שוק+בננה","Schwartauer","DE","קורני חטיף דגנים","גרמים","150.00","0","100 גרם","0","16.90","11.27","1","1"
"2017-02-07 06:55","4011800632519","1","קורני חטיפי קוקוס שוק6יח","Schwartauer","DE","קורני חטיף דגנים","גרמים","150.00","0","100 גרם","0","16.90","11.27","1","1"
"2017-02-07 06:55","4011800633516","1","6קורני+שוק.מריר58% קקאו","Schwartauer","IL","קורני חטיף דגנים","גרמים","138.00","0","100 גרם","0","16.90","12.25","1","1"
"2017-02-07 06:55","4011800636517","1","קורני FREE שוקולד חלב6יח","Schwartauer","IL","קורני חטיף דגנים","גרמים","120.00","0","100 גרם","0","16.90","14.08","1","1"
"2017-02-07 06:55","4014400400007","1","טופיפי 125 גרם","שטורק","DE","טופיפי","גרמים","125.00","0","100 גרם","0","10.90","8.72","1","1"
"2017-02-07 06:55","4014400901191","1","בונבוניירה מרסי 250 גרם","שטורק","DE","בונבוניירת מרסי","גרמים","250.00","0","100 גרם","0","29.90","11.96","1","1"
"2017-02-07 06:55","4014400904390","1","סוכ.ממולאות טעם חלב325גר","שטורק","DE","סוכר.ממולאות","גרמים","325.00","0","100 גרם","0","14.90","4.58","1","1"
"2017-02-07 06:55","4014400907902","1","סוכ.וורטר ל.סוכר בוקס42ג","שטורק","DE","סוכריות וורטר","גרמים","42.00","0","100 גרם","0","7.10","16.90","1","1"
"2017-02-07 06:55","4014400914245","1","שוקולד מרסי חלב מעולה100","שטורק","DE","שוקולד מרסי","גרמים","100.00","0","100 גרם","1","15.90","15.90","1","1"
"2017-02-07 06:55","4014400914252","1","שוק.מרסי אגוז לוז+שקד100","שטורק","DE","שוקולד מרסי","גרמים","100.00","0","100 גרם","1","15.90","15.90","1","1"
"2017-02-07 06:55","4014400914276","1","שוק.מרסי מריר מעולה100ג","שטורק","DE","שוקולד מרסי","גרמים","100.00","0","100 גרם","1","15.90","15.90","1","1"
"2017-02-07 06:55","4014400916744","1","שוקולד מרסי מרציפן 112ג","שטורק","DE","שוקולד מרסי","גרמים","112.00","0","100 גרם","1","15.90","14.20","1","1"
"2017-02-07 06:55","4014400916751","1","שוקולד מרסי קרם נוגט112ג","שטורק","DE","שוקולד מרסי","גרמים","112.00","0","100 גרם","1","15.90","14.20","1","1"
"2017-02-07 08:08","4015000615884","1","דאו.ספרי FA לימון 200מ""ל","הנקל סוד","DE","דאודורנט FA","מיליליטרים","200.00","0","100 מ""ל","0","9.90","4.95","1","1"
"2017-02-07 08:08","4015000615891","1","דאו.ספריי FA אקווה 200מל","הנקל סוד","DE","דאודורנט FA","מיליליטרים","200.00","0","100 מ""ל","0","9.90","4.95","1","1"
"2017-02-07 08:08","4015000615921","1","דאו.ספרי FA ספורט גבר200","הנקל סוד","DE","דאודורנט FA","מיליליטרים","200.00","0","100 מ""ל","0","9.90","4.95","1","1"
"2017-02-07 08:08","4015000976268","1","גליס שמפו מיליון גלוס400","הנקל סוד","DE","שמפו גליס","מיליליטרים","400.00","0","100 מ""ל","0","22.90","5.73","1","1"
"2017-02-07 08:08","4015400269762","1","טמפקס פרל רגולר 20יחידות","פרוקטר & גמבל","HU","טמפקס פרל","יחידה","1.00","0","יחידה","0","21.90","21.90","1","1"
"2017-02-07 08:08","4015400269793","1","טמפקס פרל סופר 18 יחידות","פרוקטר & גמבל","HU","טמפקס פרל סופר","יחידה","1.00","0","יחידה","0","21.90","21.90","1","1"
"2017-02-07 08:08","4015400428657","1","15 אולוויז עבה לונג+","פרוקטר & גמבל","DE","15 אולוויז עבה לונג+","יחידה","1.00","0","יחידה","0","17.60","17.60","1","1"
"2017-02-07 08:08","4015400428688","1","16 אולוויז עבה נורמל+","פרוקטר & גמבל","DE","תחבושות אולוויז","יחידה","1.00","0","יחידה","0","17.60","17.60","1","1"
"2017-02-07 08:08","4015400563877","1","80מגני תח.אולוייז מגה פק","פרוקטר & גמבל","IL","מגן תחתון אולויז","יחידה","1.00","0","יחידה","1","19.90","19.90","1","1"
"2017-02-07 08:08","4015400564034","1","מגן תח.אולוייז מגה פק +L","פרוקטר & גמבל","IL","מגן תחתון אולויז","יחידה","1.00","0","יחידה","0","19.90","19.90","1","1"
"2017-02-07 08:08","4015400564454","1","68מגני תח.אולוייז מגה L","פרוקטר & גמבל","IL","מגן תחתון אולויז","יחידה","1.00","0","יחידה","0","19.90","19.90","1","1"
"2017-02-07 08:08","4015400649724","1","46פמפרס אקטיב בייבי שלב4","פרוקטר & גמבל","IL","חיתולי פמפרס","יחידה","1.00","0","יחידה","0","51.50","51.50","1","1"
"2017-02-07 08:08","4015400649809","1","36פמפרס אקטיב בייבי שלב5","פרוקטר & גמבל","IL","חיתולי פמפרס","יחידה","1.00","0","יחידה","0","51.50","51.50","1","1"
"2017-02-07 14:00","4015400669098","1","52 מגן תח.אולוייז דואו N","פרוקטר & גמבל","DE","מגן תחתון אולויז","יחידה","1.00","0","יחידה","1","21.90","21.90","1","1"
"2017-02-07 08:08","4015400731719","1","20 תח.אולוייז דואו לילה","פרוקטר & גמבל","DE","תחבושות אולוייז","יחידה","1.00","0","יחידה","1","25.90","25.90","1","1"
"2017-02-07 08:08","4015400742913","1","מגן תחתון אולויז","","","מגן תחתון אולויז","יחידה","1.00","0","יחידה","0","19.90","19.90","1","1"
"2017-02-07 08:08","4015400746812","1","80מגני תח.אולוייז מגה פק","פרוקטר & גמבל","DE","מגן תחתון אולויז","יחידה","1.00","0","יחידה","1","19.90","19.90","1","1"
"2017-02-07 08:08","4015400755241","1","28תח.אולוייז דואו נורמל+","פרוקטר & גמבל","DE","תחבושות אולוייז","יחידה","1.00","0","יחידה","1","25.90","25.90","1","1"
"2017-02-07 08:08","4015400755487","1","24 תח.אולוייז דואו לונג","פרוקטר & גמבל","DE","תחבושות אולוייז","יחידה","1.00","0","יחידה","1","25.90","25.90","1","1"
"2017-02-07 08:08","4015600763251","1","שמפו הד&שולדרס קלאסי 600","פרוקטר & גמבל","IL","שמפו הד&שולדרס","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600763299","1","הד&שולדרס 2ב1- 600 מ""ל","פרוקטר & גמבל","IL","שמפו הד&שולדרס","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600763534","1","הד&שולדרס מגע משי 600מ","פרוקטר & גמבל","IL","שמפו הד&שולדרס","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600766658","1","שמפו הד&שולדרס 2ב1- 600","פרוקטר & גמבל","IL","שמפו הד&שולדרס","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600770228","1","פנטן שמפו שמן משקם 600 מ","פרוקטר & גמבל","FR","שמפו פנטן שמן","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600770488","1","מרכך פנטן שמן משקם 600 מ","פרוקטר & גמבל","FR","מרכך פנטן שמן","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600815233","1","פנטן שמפו לחות מוגברת600","פרוקטר & גמבל","IL","פנטן שמפו","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600815516","1","שמפ.פנטן נוסחה קלאסית600","פרוקטר & גמבל","FR","שמפו פנטן","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600815554","1","מרכך פנטן נוסחה קלאס600.","פרוקטר & גמבל","FR","מרכך פנטן","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600815639","1","שמפו פנטן טבע 600 מ""ל","פרוקטר & גמבל","FR","שמפו פנטן טבע","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 08:08","4015600815677","1","מרכך פנטן טבע 600 מ""ל","פרוקטר & גמבל","FR","מרכך פנטן טבע","מיליליטרים","600.00","0","100 מ""ל","0","19.90","3.32","1","1"
"2017-02-07 06:55","4017100210105","1","גלילי ופל ופלטן מריר100ג","באלסן","DE","וופלטן מריר","גרמים","100.00","0","100 גרם","1","11.90","11.90","1","1"
"2017-02-07 06:55","4017100219900","1","גלילי ופל חלב וופלטן100ג","באלסן","DE","גלילי ופל וופל","גרמים","100.00","0","100 גרם","0","11.90","11.90","1","1"
"2017-02-07 06:55","4017100290008","1","ביסקוויט שוקולד חלב125ג","באלסן","DE","ביסקוויט שוקולד","גרמים","125.00","0","100 גרם","0","11.90","9.52","1","1"
"2017-02-07 06:55","4017100291005","1","ביסקוויט שוקולד מריר125ג","באלסן","DE","ביסקוויט שוקולד","גרמים","125.00","0","100 גרם","0","11.90","9.52","1","1"
"2017-02-07 06:55","4067700013019","1","ייגרמייסטר 700 מ""ל","יגרמייסטר","DE","יגרמייסטר","מיליליטרים","700.00","0","100 מ""ל","0","89.00","12.71","1","1"
"2017-02-07 08:08","4084500088917","1","פיירי לכלים לימון650מל","פרוקטר & גמבל","IL","פיירי נוזל לכלים","מיליליטרים","650.00","0","100 מ""ל","0","12.50","1.92","1","1"
"2017-02-07 08:08","4084500627826","1","פיירי לכלים לימון 385מל","פרוקטר & גמבל","GB","פיירי לימון","מיליליטרים","385.00","0","100 מ""ל","1","7.80","2.03","1","1"
"2017-02-07 08:08","4084500853553","1","פיירי אורגינל 650מל","פרוקטר & גמבל","GB","נוזל כלים פיירי","מיליליטרים","650.00","0","100 מ""ל","1","12.50","1.92","1","1"
"2017-02-07 08:08","4084500853836","1","פיירי ורדים ומשי 515 מ""ל","פרוקטר & גמבל","GB","פיירי נוזל לכלים","מיליליטרים","515.00","0","100 מ""ל","1","12.50","2.43","1","1"
"2017-02-07 08:08","4084500853898","1","פיירי אלוורה/מלפפונים515","פרוקטר & גמבל","GB","פיירי נוזל לכלים","מיליליטרים","515.00","0","100 מ""ל","1","12.50","2.43","1","1"
"2017-02-07 08:08","4084500928077","1","פנטן שמפו לתלתלים 675מל","פרוקטר & גמבל","IL","שמפו פנטן","מיליליטרים","675.00","0","100 מ""ל","1","19.90","2.95","1","1"
"2017-02-07 08:08","4084500928114","1","פנטן מרכך לתלתלים 675 מ""","פרוקטר & גמבל","IL","מרכך פנטן","מיליליטרים","675.00","0","100 מ""ל","1","19.90","2.95","1","1"
"2017-02-07 08:08","40914152","1","גלייד מוצק ניחוח ים 184ג","ג'ונסון","GB","גלייד מטהר אוויר","גרמים","184.00","0","100 גרם","0","10.30","5.60","1","1"
"2017-02-07 06:55","41390000904","1","רוטב סויה קיקומן 444 מ""ל","קיקומן פודז אינק","US","רוטב סויה קיקומן","מיליליטרים","444.00","0","100 מ""ל","0","14.90","3.36","1","1"
"2017-02-07 06:55","41390001079","1","רוטב סויה דל נתרן 444מ""ל","קיקומן פודז אינק","IL","רוטב סויה","מיליליטרים","444.00","0","100 מ""ל","0","14.90","3.36","1","1"
"2017-02-07 06:55","41390010309","1","רוטב טריאקי קיקומן 444מל","קיקומן פודז אינק","US","רוטב טריאקי","מיליליטרים","444.00","0","100 מ""ל","0","14.90","3.36","1","1"
"2017-02-07 06:55","42154662","1","אורביט בטעם ספירמינט 27ג","ריגלי","FR","מסטיק אורביט","גרמים","27.00","0","100 גרם","0","6.70","24.81","1","1"
"2017-02-07 06:55","42155034","1","אורביט מעטפה פירות27גרם","ריגלי","FR","מסטיק אורביט","גרמים","27.00","0","100 גרם","0","6.70","24.81","1","1"
"2017-02-07 06:55","42174479","1","אורביט מעטפה תות 27 גרם","ריגלי","FR","אורביט מעטפה","גרמים","27.00","0","100 גרם","1","6.70","24.81","1","1"
"2017-02-07 06:55","42212119","1","אורביט מעטפה פפרמינט27ג","ריגלי","FR","אורביט מעטפה","גרמים","27.00","0","100 גרם","1","6.70","24.81","1","1"
"2017-02-07 06:55","42268451","1","אורביט מעטפה וויט לימון","ריגלי","FR","אורביט מעטפה","גרמים","27.00","0","100 גרם","1","6.70","24.81","1","1"
"2017-02-07 08:08","4607109409619","1","פיניש הכל ב1- 25 טבליות","רקיט בנקיזר","PL","פיניש הכל ב1","יחידה","1.00","0","יחידה","1","24.90","24.90","1","1"
"2017-02-07 06:55","4710964104916","1","שמן שומשום","","IL","שמן שומשום","מיליליטרים","370.00","0","100 מ""ל","0","27.70","7.49","1","1"
"2017-02-07 08:08","4800888164940","1","דאו.רקסונה קול רולאון50מ","יוניליוור","IL","דאו.רקסונה","מיליליטרים","50.00","0","100 מ""ל","0","13.90","27.80","1","1"
"2017-02-07 08:08","4800888542854","1","רקסונה רול און לינן דר50","יוניליוור","TR","דאו.רקסונה","מיליליטרים","50.00","0","100 מ""ל","0","13.90","27.80","1","1"
"2017-02-07 08:08","4801234145125","1","גלייד נ.גז אושן בריז400מ","ג'ונסון","IL","מטהר אוויר גלייד","מיליליטרים","400.00","0","100 מ""ל","0","20.10","5.03","1","1"
"2017-02-07 06:55","4891434225413","1","שמן שומשום 150 גרם","או איק גואם פוד אינדוסטריאל","SG","שמן שומשום","מיליליטרים","150.00","0","100 מ""ל","0","8.90","5.93","1","1"
"2017-02-07 06:55","4903001904192","1","רוטב סויה יאמאסה 500 מ""ל","יאמאסה","JP","רוטב סויה יאמאסה","מיליליטרים","500.00","0","100 מ""ל","0","31.90","6.38","1","1"
