7290004869120,Shupersal-Shelly_Nativ-Hen,bread,1
7290000001036,Shupersal-Shelly_Nativ-Hen,onion,1
8901537024014,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290000961552,Shupersal-Shelly_Nativ-Hen,pepper,1
7290000197654,Shupersal-Shelly_Nativ-Hen,garbage bag,0
7290000042008,Shupersal-Shelly_Nativ-Hen,milk,0
7290102396955,Shupersal-Shelly_Nativ-Hen,milk,0
7296073265184,Shupersal-Shelly_Nativ-Hen,garbage bag,0
7290000103457,Shupersal-Shelly_Nativ-Hen,frozen ,0
7290102396962,Shupersal-Shelly_Nativ-Hen,milk,0
7290009952292,Shupersal-Shelly_Nativ-Hen,bread,1
7290000042022,Shupersal-Shelly_Nativ-Hen,milk,2
7296073219330,Shupersal-Shelly_Nativ-Hen,bread,0
7290009954357,Shupersal-Shelly_Nativ-Hen,yellow cheese,0
7296073232438,Shupersal-Shelly_Nativ-Hen,milk,2
7290004127800,Shupersal-Shelly_Nativ-Hen,white cheese,0
7290000048185,Shupersal-Shelly_Nativ-Hen,white cheese,0
7290000104799,Shupersal-Shelly_Nativ-Hen,frozen ,0
7296073232445,Shupersal-Shelly_Nativ-Hen,milk,2
4800888150080,Shupersal-Shelly_Nativ-Hen,deodorant,2
7290009952322,Shupersal-Shelly_Nativ-Hen,bread,1
7290004127817,Shupersal-Shelly_Nativ-Hen,white cheese,0
7290000052304,Shupersal-Shelly_Nativ-Hen,milk,0
7290009954388,Shupersal-Shelly_Nativ-Hen,yellow cheese,2
7290000982113,Shupersal-Shelly_Nativ-Hen,tomato,1
7290000963686,Shupersal-Shelly_Nativ-Hen,apple,0
35000764522,Shupersal-Shelly_Nativ-Hen,toothpaste,0
7290000300139,Shupersal-Shelly_Nativ-Hen,hamburger,0
7290001713853,Shupersal-Shelly_Nativ-Hen,bleach,0
7290004127862,Shupersal-Shelly_Nativ-Hen,white cheese,0
7290000050300,Shupersal-Shelly_Nativ-Hen,white cheese,0
7290101866633,Shupersal-Shelly_Nativ-Hen,stain remover,0
7290011607180,Shupersal-Shelly_Nativ-Hen,stain remover,2
7290002065555,Shupersal-Shelly_Nativ-Hen,bread,1
7290000068770,Shupersal-Shelly_Nativ-Hen,peanut snack,1
7290004127916,Shupersal-Shelly_Nativ-Hen,white cheese,0
7290003495085,Shupersal-Shelly_Nativ-Hen,bread,0
7290000068787,Shupersal-Shelly_Nativ-Hen,peanut snack,1
7290002079927,Shupersal-Shelly_Nativ-Hen,bread,1
7296073265344,Shupersal-Shelly_Nativ-Hen,milk,2
5000198285505,Shupersal-Shelly_Nativ-Hen,toothpaste,2
7290004136130,Shupersal-Shelly_Nativ-Hen,milk,0
7290005084355,Shupersal-Shelly_Nativ-Hen,toothpaste,0
7290002065616,Shupersal-Shelly_Nativ-Hen,bread,1
7290004685010,Shupersal-Shelly_Nativ-Hen,bread,1
7290002065623,Shupersal-Shelly_Nativ-Hen,bread,1
7290004136154,Shupersal-Shelly_Nativ-Hen,milk,0
8714789095653,Shupersal-Shelly_Nativ-Hen,toothpaste,0
7290002766056,Shupersal-Shelly_Nativ-Hen,tomato,1
7296073234678,Shupersal-Shelly_Nativ-Hen,peanut snack,1
7290000046327,Shupersal-Shelly_Nativ-Hen,yellow cheese,0
7290000146683,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290002079996,Shupersal-Shelly_Nativ-Hen,bread,1
7296073234685,Shupersal-Shelly_Nativ-Hen,peanut snack,0
7290000042244,Shupersal-Shelly_Nativ-Hen,milk,0
7290100687109,Shupersal-Shelly_Nativ-Hen,peanut snack,1
7290102397204,Shupersal-Shelly_Nativ-Hen,yellow cheese,0
7290100924693,Shupersal-Shelly_Nativ-Hen,bleach,2
7290008000796,Shupersal-Shelly_Nativ-Hen,toothpaste,0
7290000068893,Shupersal-Shelly_Nativ-Hen,peanut snack,2
7290000288031,Shupersal-Shelly_Nativ-Hen,bleach,1
7290105368881,Shupersal-Shelly_Nativ-Hen,milk,0
7290006788405,Shupersal-Shelly_Nativ-Hen,deodorant,0
7296073098294,Shupersal-Shelly_Nativ-Hen,frozen ,2
7290004685126,Shupersal-Shelly_Nativ-Hen,bread,1
7702018978120,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290006788429,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290107640145,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290004685140,Shupersal-Shelly_Nativ-Hen,bread,1
7290004121945,Shupersal-Shelly_Nativ-Hen,milk,2
7290000097633,Shupersal-Shelly_Nativ-Hen,bread,0
7290004685157,Shupersal-Shelly_Nativ-Hen,bread,1
7290013366634,Shupersal-Shelly_Nativ-Hen,lettuce,2
7296073230700,Shupersal-Shelly_Nativ-Hen,bleach,0
7290001791349,Shupersal-Shelly_Nativ-Hen,bleach,0
7290000097657,Shupersal-Shelly_Nativ-Hen,bread,0
4005900036476,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290003806591,Shupersal-Shelly_Nativ-Hen,deodorant,0
7290000048192,Shupersal-Shelly_Nativ-Hen,white cheese,0
5029053534596,Shupersal-Shelly_Nativ-Hen,tampons,1
