"(u'yellow cheese', u'1')",Shupersal-Shelly_Nativ-Hen,1,39.170000000000002,39.170000000000002
"(u'yellow cheese', u'1')",Shupersal-Express_Marganit,0,28.899999999999999,7.2300000000000004
"(u'yellow cheese', u'1')",Shupersal-Shelly_Keler,1,37.975000000000001,37.975000000000001
"(u'yellow cheese', u'1')",Yesh_Hanita,0,29.100000000000001,6.0220000000000002
"(u'yellow cheese', u'1')",Shupersal-Deal-Extra_Tel-Hanan,1,36.825000000000003,36.825000000000003
"(u'yellow cheese', u'1')",Shupersal-Deal_Grand-mall,1,37.810000000000002,37.810000000000002
"(u'yellow cheese', u'1')",Shupersal-Shelly_Denia,1,39.183333333299998,39.183333333299998
"(u'yellow cheese', u'1')",Shupersal-Shelly_Vardia,1,39.170000000000002,39.170000000000002
"(u'yellow cheese', u'1')",Shupersal-Express_Rambam,0,15.471428571400001,7.1471428571400004
"(u'yellow cheese', u'1')",Shupersal-Deal_Eliezer,1,38.514285714300001,38.514285714300001
"(u'yellow cheese', u'1')",Shupersal-Deal_Admirality,1,37.478571428599999,37.478571428599999
"(u'yellow cheese', u'1')",Shupersal-Shelly_Stela,1,39.170000000000002,39.170000000000002
"(u'yellow cheese', u'1')",Shupersal-Express_Raul,0,29.350000000000001,7.3399999999999999
"(u'yellow cheese', u'1')",Yesh_France,0,30.899999999999999,5.6799999999999997
"(u'yellow cheese', u'1')",Shupersal-Shelly_Carmel,1,39.170000000000002,39.170000000000002
"(u'yellow cheese', u'1')",Shupersal-Shelly_Horev,1,38.137500000000003,38.137500000000003
"(u'yellow cheese', u'1')",Shupersal-Deal_Haifa-mall,1,36.3416666667,36.3416666667
"(u'yellow cheese', u'1')",Shupersal-Shelly_Sapir,1,39.183333333299998,39.183333333299998
"(u'yellow cheese', u'1')",Shupersal-Shelly_Ziv,1,38.157142857099998,38.157142857099998
"(u'yellow cheese', u'1')",Shuk_Haifa,2,65.805000000000007,6.5800000000000001
"(u'deodorant', u'0')",Shupersal-Shelly_Nativ-Hen,0,12.1133333333,7.9900000000000002
"(u'deodorant', u'0')",Shupersal-Express_Marganit,2,22.899999999999999,15.27
"(u'deodorant', u'0')",Shupersal-Shelly_Keler,1,14.3272727273,11.179393939400001
"(u'deodorant', u'0')",Yesh_Hanita,0,12.3285714286,6.16571428571
"(u'deodorant', u'0')",Shupersal-Deal-Extra_Tel-Hanan,1,14.039622641499999,10.8676415094
"(u'deodorant', u'0')",Shupersal-Deal_Grand-mall,1,13.503333333300001,10.7125
"(u'deodorant', u'0')",Shupersal-Shelly_Denia,1,13.65,11.3775
"(u'deodorant', u'0')",Shupersal-Shelly_Vardia,1,12.92,10.558
"(u'deodorant', u'0')",Shupersal-Express_Rambam,2,20.233333333299999,15.1466666667
"(u'deodorant', u'0')",Shupersal-Deal_Eliezer,0,13.111320754699999,8.6360377358499996
"(u'deodorant', u'0')",Shupersal-Deal_Admirality,1,12.8917647059,11.127529411799999
"(u'deodorant', u'0')",Shupersal-Shelly_Stela,0,12.03125,7.6150000000000002
"(u'deodorant', u'0')",Shupersal-Express_Raul,0,13.9,6.9500000000000002
"(u'deodorant', u'0')",Yesh_France,0,13.4,6.7024999999999997
"(u'deodorant', u'0')",Shupersal-Shelly_Carmel,0,12.1111111111,5.8388888888899997
"(u'deodorant', u'0')",Shupersal-Shelly_Horev,1,15.35,11.6035714286
"(u'deodorant', u'0')",Shupersal-Deal_Haifa-mall,1,13.8891304348,9.5
"(u'deodorant', u'0')",Shupersal-Shelly_Sapir,0,11.6466666667,8.452
"(u'deodorant', u'0')",Shupersal-Shelly_Ziv,1,17.6233333333,12.106999999999999
"(u'deodorant', u'0')",Shuk_Haifa,0,13.6890625,8.7079687499999991
"(u'hamburger', u'2')",Shupersal-Shelly_Nativ-Hen,1,32.600000000000001,6.04
"(u'hamburger', u'2')",Shupersal-Express_Marganit,0,22.899999999999999,5.7300000000000004
"(u'hamburger', u'2')",Shupersal-Shelly_Keler,0,25.899999999999999,6.835
"(u'hamburger', u'2')",Yesh_Hanita,0,7.5999999999999996,15.199999999999999
"(u'hamburger', u'2')",Shupersal-Deal-Extra_Tel-Hanan,2,49.899999999999999,49.899999999999999
"(u'hamburger', u'2')",Shupersal-Deal_Grand-mall,1,54.066666666700002,5.7933333333299997
"(u'hamburger', u'2')",Shupersal-Shelly_Vardia,0,24.471428571400001,6.2971428571399999
"(u'hamburger', u'2')",Shupersal-Shelly_Denia,1,37.5,5.8666666666699996
"(u'hamburger', u'2')",Shupersal-Deal_Eliezer,1,39.899999999999999,6.2300000000000004
"(u'hamburger', u'2')",Shupersal-Deal_Admirality,1,53.649999999999999,5.6025
"(u'hamburger', u'2')",Shupersal-Shelly_Stela,1,32.600000000000001,6.04
"(u'hamburger', u'2')",Shupersal-Express_Raul,0,22.899999999999999,5.7300000000000004
"(u'hamburger', u'2')",Yesh_France,0,19.300000000000001,3.8599999999999999
"(u'hamburger', u'2')",Shupersal-Shelly_Carmel,0,25.899999999999999,7.2533333333299996
"(u'hamburger', u'2')",Shupersal-Shelly_Horev,0,23.622222222200001,5.7861111111100003
"(u'hamburger', u'2')",Shupersal-Deal_Haifa-mall,1,37.75,5.4900000000000002
"(u'hamburger', u'2')",Shupersal-Shelly_Sapir,0,24.1909090909,6.2636363636399999
"(u'hamburger', u'2')",Shupersal-Shelly_Ziv,1,37.5,5.8666666666699996
"(u'hamburger', u'2')",Shuk_Haifa,2,34.899999999999999,87.25
"(u'banana', u'0')",Shupersal-Shelly_Nativ-Hen,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Express_Marganit,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Shelly_Keler,2,10.9,10.9
"(u'banana', u'0')",Yesh_Hanita,0,7.9000000000000004,7.9000000000000004
"(u'banana', u'0')",Shupersal-Deal-Extra_Tel-Hanan,1,9.9000000000000004,9.9000000000000004
"(u'banana', u'0')",Shupersal-Deal_Grand-mall,1,9.9000000000000004,9.9000000000000004
"(u'banana', u'0')",Shupersal-Shelly_Denia,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Shelly_Vardia,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Express_Rambam,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Deal_Eliezer,1,9.9000000000000004,9.9000000000000004
"(u'banana', u'0')",Shupersal-Deal_Admirality,1,9.9000000000000004,9.9000000000000004
"(u'banana', u'0')",Shupersal-Shelly_Stela,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Express_Raul,1,9.9000000000000004,9.9000000000000004
"(u'banana', u'0')",Yesh_France,0,7.9000000000000004,7.9000000000000004
"(u'banana', u'0')",Shupersal-Shelly_Carmel,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Shelly_Horev,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Deal_Haifa-mall,1,9.9000000000000004,9.9000000000000004
"(u'banana', u'0')",Shupersal-Shelly_Sapir,2,10.9,10.9
"(u'banana', u'0')",Shupersal-Shelly_Ziv,2,10.9,10.9
"(u'banana', u'0')",Shuk_Haifa,0,6.9000000000000004,6.9000000000000004
"(u'carrot', u'1')",Shupersal-Shelly_Nativ-Hen,1,4.9000000000000004,4.9000000000000004
"(u'carrot', u'1')",Shupersal-Express_Marganit,1,4.9000000000000004,4.9000000000000004
